title,totalScore,reviewsCount,street,city,countryCode,website,phone,categoryName,url
Bricklayers Arms,4.4,676,31 Gresse St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJVS13YCwbdkgRCdETUmdoiSg
The Queens Head,4.4,1487,15 Denman St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJlQ7rC9QEdkgRshRNfvCrXxc
The Nags Head,4.2,2369,10 James St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ2QufhMwEdkgRXCUo74j_0Zo
The Carpenters Arms,4.3,927,"68-70 Whitfield St, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJlUNwFikbdkgRF9QhGKcMR-0
"The Duke of York, Fitzrovia",4.2,484,47 Rathbone St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJdRGCkSsbdkgRN1TGNX5IX84
The White Horse,4.2,1848,"16 Newburgh St, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJQ1jrGdUEdkgRAz29stgfx3s
The White Lion,4.3,1600,"24 James St, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJZX6hhcwEdkgRGxJGH3Oo1o4
O'Neill's Wardour Street,4.2,5633,"33-37 Wardour St, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ9VItPtIEdkgRa5I-HanluaY
Philomena's Irish Sports Bar & Kitchen,4.3,1824,40 Great Queen St,London,GB,,,Irish pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJFZfF1coEdkgRpiMmoPwtmCA
The George,4.4,1322,213 Strand,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJnx8u7bQEdkgRGm5XKuA0SBQ
Lord John Russell,4.3,969,91-93 Marchmont St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJQXjcezobdkgRizUMs8HIPss
The Blue Posts,4.4,491,28 Rupert St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ3V-yt9MEdkgRCK3JcjNfK7s
The Sun Pub,4.3,316,21 Drury Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJEVS_qjQbdkgRXRKXfQL0Kpc
The Sun Tavern,4.2,802,66 Long Acre,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJO29yW8sEdkgRYntt1mjVMyk
Public House & Dining,,0,,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJNRgkuyIadkgReqX5w2wceG4
The Barrel Vault - JD Wetherspoon,4.1,4742,"Unit 23, St Pancras International",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJAbIZIdsbdkgR9OzwjPwox-M
Exmouth Arms,4.3,1293,23 Exmouth Market,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ5UjKnEUbdkgREgHDGTZlDN8
Coach & Horses Mayfair,4.3,1313,5 Bruton St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJwwRgri4FdkgR_grAfzJWYJg
The Newman Arms,4.3,287,23 Rathbone St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJiVrWhysbdkgRGXuIXjY_Y8Y
The Nellie Dean,4.2,851,89 Dean St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJo8bxNNMEdkgRyknDMCZFUhA
The Castle Farringdon,4.1,1163,"34-35 Cowcross St, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJzdy2ilEbdkgR5_OI0CerwLI
The Horseshoe,4.3,262,24 Clerkenwell Close,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJy0Xsw08bdkgR-lk4jMd7d58
Hope Smithfield,4.4,546,94 Cowcross St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJE6wH2lMbdkgReznCVhrr1FU
Greene Man,4.1,1544,383 Euston Rd.,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ9QeapNcadkgRVtL8w5z9oOk
"The Lamb & Flag, Covent Garden",4.5,3852,33 Rose St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJqfzVUcwEdkgR7cvsVYJ8daE
The Burlington Arms,4.2,422,21 Old Burlington St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJF685bioFdkgR5sLz3lxIrLc
The Seven Stars,4.5,947,53 Carey St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJT0S2zLQEdkgRx1K-taxBiHA
The Crown,4.2,349,51 New Oxford St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJZUY-INAbdkgR5t8i9697Ipo
The Union Tavern,4.5,890,52 Lloyd Baker St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJgZH-QEYbdkgRu9oSZKcQfPk
Horse & Groom,4.3,470,128 Great Portland St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJd9Ry3tUadkgROpKN1-SLP7Y
Windmill,4.4,1831,6-8 Mill St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJfZ_tiioFdkgRIlznzd6uZTg
Lore of the Land,4.7,701,4 Conway St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJdzJhPHgbdkgRIN-GeZsneZk
"The Coach & Horses, Soho",4.3,1353,29 Greek St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJc8GyH8-f2EcRyrWhWr2ubbc
The Blue Posts,4.3,538,81 Newman St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJHW8weysbdkgRZiu-fpQ98QM
The Yorkshire Grey,4.1,771,2 Theobalds Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ_yo2E0kbdkgR-MULVn4gf-k
The Calthorpe Arms,4.3,410,252 Grays Inn Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJdcbOEkgbdkgRNkpwwyVMQoQ
The Argyle,4.1,934,1 Greville St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJr2o9NEwbdkgR5nfGeAVENE8
The White Bear,4.5,152,57 St John St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJlS0nbFEbdkgR3NBWZI0N9dM
The George,4.6,452,"The George, 55 Great Portland St",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJCwcandUadkgRUYnpaTZg5LA
The Crown & Two Chairmen,4.2,1544,"31-32 Dean St, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ9ZJmIdMEdkgR7SJN8bXUXrQ
The Wheatsheaf,4.2,466,"25 Rathbone Pl, W Central St",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJIS5lYSwbdkgRjmjMktZMxGY
The King & Queen,4.3,601,1 Foley St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ2Zv8hikbdkgRJm66CYGhPJY
The Spice Of Life,4.3,2290,6 Moor St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ0QpymdIEdkgRL2C5RAlIhpU
The Three Greyhounds,4.4,1313,"25 Greek St, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ99c2lNIEdkgR_4a7VmRrTwM
The Black Horse - Pub & Cocktail Bar,4.6,189,6 Rathbone Pl,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJddCRj-obdkgRxvYd2ql5z0Q
The Edgar Wallace,4.4,547,40 Essex St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJqSh9jLQEdkgRD-a4ra7Lg18
The Queens Head,4.5,1265,66 Acton St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJUTAziTgbdkgREf-X9JPx8oM
Prince of Wales,3.9,1433,150-151 Drury Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJlczdNcsEdkgRJZVM1XiaTIA
Whispers,4.3,94,5 High St,Purley,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJSSKZxPL9dUgR6Ke9TtcHiO8
Wattenden Arms,4.1,430,Old Lodge Ln,Kenley,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJUdGp-NL9dUgRplFvvW9fvdg
Fitzroy Tavern,4.2,1265,16 Charlotte St.,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ0dVudCwbdkgRGE7rzuFamss
Fox & Anchor,4.4,979,115 Charterhouse St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ1Xg7M2UbdkgRbjN9j16o_yY
The Ship,4.3,306,134 New Cavendish St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJdXr4_ikbdkgRVbZD6xGynQk
Cittie of Yorke,4.4,2472,22 High Holborn,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJOxYFl0sbdkgR51JuZNQ0Y3g
Flying Horse,4.2,1659,"6 Oxford St, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJf096Ey0bdkgREfn7X5iyqco
Prince Arthur,4.1,637,80-82 Eversholt St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ5Yj_bCQbdkgRCVpdtUqd-XA
Waxy's Little Sister,4.2,1521,20 Wardour St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJI_raytMEdkgROGPAA1ApyB4
The Marian Anderson,4.1,272,28-32 Bowling Green Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ7T4hmk8bdkgRUpeFOb0sWe0
Three Kings Clerkenwell,4.4,459,7 Clerkenwell Close,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJcUGY1k8bdkgReYAJtEOOItU
John Snow,4.2,1602,39 Broadwick St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJbexJ69QEdkgRnUmDj1GE_8Q
The Cambridge,4.4,1690,"93 Charing Cross Rd, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ9SpAn9IEdkgR_Knrbky2MJU
The Cock Tavern,4.3,328,23 Phoenix Rd,London,GB,,,Irish pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJSW2ZZSMbdkgRyG7zmuMbpbA
Marquess of Anglesey,4.1,1652,39 Bow St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJtVNpD8sEdkgRW_kxR_77yN4
The Hercules Pillars,4.1,893,18 Great Queen St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ6aua3jQbdkgR-DDDnrsbmGg
The Perseverance,4.2,622,63 Lamb's Conduit St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ3xPDNzYbdkgRh1ZHAYBhgNk
The One Tun Pub & Rooms,4.3,527,125 Saffron Hill,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJAWQQ-00bdkgRzibDsBR7YxY
TCR Bar,4.2,943,183 Tottenham Ct Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJi_swMikbdkgRTlA9V2tGfMY
George IV,4.4,164,28 Portugal St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ9w8NUrUEdkgRgd_35v8WHhM
Old China Hand,4.5,435,8 Tysoe St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJoZg3n0UbdkgRCZnSse_7n60
Market Tavern Croydon,4.1,874,Surrey House,Croydon,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ53l26jYHdkgRwQJGCfC2Q6w
Ship,4.4,588,47 High St,Croydon,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJm3JKvDYHdkgRWZ67kql8ouA
The Bulls Head,4.1,77,39 Laud St,Croydon,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ69tQQTYHdkgRiTVWzqODhU4
The Old Fox & Hounds,4.3,434,1 London Rd,Croydon,GB,,,Irish pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ1dU6KDAHdkgRE5VjWc4uBBQ
Bedford Tavern,4.1,665,16 Sydenham Rd,Croydon,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJsYAEZC0HdkgRdg0BCX6_Lc0
Royal Oak,4.4,646,95 High St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJT9Oy1rcRdkgRKiIuZ2n7oGg
Whippet Inn,4.4,799,64 Chamberlayne Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJLRESMTkQdkgRkkI689SoFv0
Tony's Bar London,4.6,414,356-360 High Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJJWdg1a0RdkgR3lrFJ3X6apU
McGoverns,4.2,122,60 High Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJxcHE7VEQdkgRtrnkQxK8yDU
Angies,4.1,82,129 High St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJXb620MkRdkgR9TrwBjVn6_k
Maggies Bar,4.3,144,102 Chamberlayne Rd,London,GB,,,Irish pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJm4vekTgQdkgR5kaN1-HSL3Y
Alice House Queen's Park,4.3,1014,53-55 Salusbury Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJNcPEQBMQdkgRbd_uXgU0GfM
Wolfpack Queens Park,4.6,401,53 Lonsdale Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJHW-FsGwQdkgRK3MlTzubQMA
Shirley Inn,3.8,86,158 Wickham Rd,Croydon,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJh8objPYAdkgRFHw1qwULMTI
The Shawl,4.2,154,25 High Street Harlesden,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ88NZG7gRdkgRQi6aPwRLR9g
The Mason's Arms,4.2,657,665 Harrow Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJHx4p1jAQdkgReKFkEPUxefM
The Old Bell,4.3,1003,38 Kilburn High Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ9ciNwnQQdkgRGYX0w-Iv28E
"The Union Tavern, Westbourne Park",4.3,1271,45 Woodfield Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJSySn1RoQdkgRem2espByQjk
Queens Arms London,4.3,569,1 Kilburn High Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJF_9RxAoQdkgRUJ3sTS5gDsE
The Carlton Tavern,4.6,379,33 Carlton Vale,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJBZUZtAsQdkgRa7KGnn2AUYE
The Burren London,4.2,60,174 Church Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJwwchPaURdkgRPi6uc4ivU4k
Paradise by way of Kensal Green,4.2,1331,19 Kilburn Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJaVa7aTwQdkgRx967-wYCOZQ
The Eagle,4.4,697,250 Ladbroke Grove,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJSTyTZSIQdkgRZFiNhTpYbzs
The Frankfort Arms,3.9,80,518 Harrow Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJe3xO1MkRdkgRgaUExvkRINY
Angie's Free House,4.6,302,33-35 Woodfield Pl,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJZVc33hoQdkgRs9TqDlUO4jo
Elgin - Maida Vale,4.3,1136,255 Elgin Ave.,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ-bvJK6cadkgRoi8-VY3Dijw
No.8 Willesden Green,3.5,552,305 High Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJtz3tra0RdkgRijU-50aQzNs
Greenes,4.2,62,362-364 Neasden Ln N,London,GB,,,Irish pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ7_EY5wsRdkgRSh5wgJUX1Lw
The Prince Alfred,4.4,1160,5A Formosa St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ1VvRi6gadkgRpKdyKQUo8-8
Bohemia House,4.3,1436,74 W End Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJv3WWdXcQdkgReXmHuXh-kTY
Pavillion,4,799,Wood Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJN6MjFSkQdkgRJ12uiYiinfc
William Ⅳ,4.3,619,786 Harrow Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJwfg8jjsQdkgR5q2jvcaqGig
The Cow,4.4,707,89 Westbourne Park Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJG_M6kwMQdkgRpah7EzQMmlI
The Warwick Castle,4.3,890,6 Warwick Pl,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJo1EeGKkadkgRF6qptUS7DjI
The Elgin,4.3,1510,96 Ladbroke Grove,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJybH_sx8QdkgRs2O4He1A_pU
The Eagle,4.1,208,15 Clifton Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ8TGRf6UadkgRN2JwNElt87M
Zetland Arms,4.1,2149,2 Bute St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJYd8CB2gFdkgR_2H3_H4BKDM
The Gloucester Arms,4,1231,34 Gloucester Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJz_wEyV4FdkgRo1AV0kd-l78
Duke of Clarence,4.2,481,148 Old Brompton Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJuUcpL2EFdkgRo0e_xFMSsLo
The Queens Arms,4.3,2046,"30 Queen's Gate Mews, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJYyay9VsFdkgRV_9ZlHzBQzM
The Ladbroke Arms,4.6,679,54 Ladbroke Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJB9cPfeQPdkgRSd-oA-sUBm0
Goat Tavern,4.2,1473,3A Kensington High St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJM2jO1fcPdkgR8gps5CWlRNg
The Builders Arms,4.5,1171,"1 Kensington Ct Pl, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ2xcyHPYPdkgRuTc4LY57Ceg
"The Hereford Arms, South Kensington",4.4,1976,127 Gloucester Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJgQFoT2cFdkgRPqKqQg_KNC0
Old Swan,4.2,1011,206 Kensington Church St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJc2IU8vsPdkgRRf8MoekTvwI
"The Mall Tavern, Notting Hill",4.4,1165,71 Palace Gardens Terrace,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ5YmjWPkPdkgR8B8UYEF1zeA
Earls Court Tavern,4.2,1601,123 Earls Ct Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ7SH-sowPdkgR7fS3wlJJj5g
The Scarsdale Tavern,4.5,1274,23a Edwardes Square,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJU19yc_IPdkgRbLioEADOouk
The Champion,4.4,1574,1 Wellington Ter,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJT8Rttv4PdkgR2QsDEzqgKyo
The Stanhope Arms,4.2,1906,97 Gloucester Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJxYraAF4FdkgRpUvNrrDsCDE
Courtfield,4,1894,187 Earls Ct Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ53Q2E4sPdkgRiUrEyT7IGhQ
"The Churchill Arms, Kensington",4.5,6167,119 Kensington Church St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJGTDVMfoPdkgROs9QO9Kgmjc
The Elephant And Castle,4.3,764,40 Holland St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJObvQRvcPdkgRfL7Pyuiu5Sw
Devonshire Arms Kensington,4.3,1216,"37 Marloes Rd, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJu0JMYfQPdkgRlU2MbW4be_0
Hoop & Toy,4.1,2543,34 Thurloe Pl,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJxz3AkUIFdkgRpghuNKn8v0k
The Three Travellers,4.2,229,Wood Ln,Essex,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJIwp0xf2k2EcRnKnKpguBAkM
The Sun Public House,4.3,182,47 London Rd,Romford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ3X4j08ek2EcRzrUZgEPmWws
Prince Albert,4.1,62,32 St Andrews Rd,Romford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJG_G7I8ak2EcR_gNcc-QrBos
Pipe Major,4.1,2384,1 Yew Tree Ave,Dagenham,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJA1rJSD2l2EcRgsGblBH4wfk
The Bull,4.3,645,74-76 Market Pl,Romford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJn92P3rWk2EcRoTVF9_OPa_g
The Wheatsheaf Public House,4.4,191,45 Wheatsheaf Rd,Romford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJeVCiucyk2EcRQTVyeOVv7Wk
Yates - Romford,3.9,1205,87-89 South St,Romford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJXfWIicmk2EcRrLbllhf-6ys
The Worlds Inn - JD Wetherspoon,3.9,826,113-117 South St,Romford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJRz6dL8qk2EcRN1L2V15z_bY
The Lord Denman,3.8,288,270-272 Heathway,Dagenham,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJVd_PuA6l2EcRrBL7MYa9GC4
The Crown,4.4,353,"The Crown, 360 Hornchurch Rd",Hornchurch,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJm7pXMi272EcRMS0lKY5jDts
Admiral Vernon,4.2,211,141 Broad St,Dagenham,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ95G4yXKl2EcRLTE_B0PcLaw
The Ship,4.5,419,93 Main Rd,Romford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJtZRWYEW72EcRh60jgymY68o
The Harrow,3.9,1679,130 Hornchurch Rd,Hornchurch,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJUXVJYCS72EcRkqz0XOpevMY
Good Intent,4.1,741,S End Rd,Hornchurch,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJXZohLtu62EcRImh-kY7hOgU
The Acorn,4,218,201-203 Longbridge Rd,Barking,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJy8_m73em2EcRPNB7i2_IKxI
The Drill,4.3,360,Brentwood Rd,Romford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJS8-iYT-72EcRMNoZjjjXAmg
The Goresbrook,4.1,62,26-28 Goresbrook Rd.,Dagenham,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJdWiNdXSl2EcRE5nE34EiXzw
Fatling Hornchurch,4.2,926,109 High St,Hornchurch,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ946WjRu72EcRc2yW44OFz8U
Bayswater Arms,4.1,2330,Queensway,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJcyBFgFUFdkgRqaku6ouE6MU
The Duke of Wellington,4.1,1410,179 Portobello Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJkUcf6v4PdkgR8zHSLztcmdw
